"version","file","git_change","recorded_in_production_history","proposed_batch","decision","reason","risk_flags","production_schema_signal","referenced_objects","migration_summary"
"20260817100200","20260817100200_create_coordination_module.sql","Main only","No","B4 Coordination","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-delete; data-update; data-insert; security-definer; rls-or-policy; grant-change; cron-or-trigger","12/45 names mentioned in Production schema","auth.jwt; auth.uid; private.coordination_check_umpire_vote_roster; private.coordination_ensure_fixture_positions; private.coordination_fixture_material_change; private.coordination_fixture_window; private.coordination_permission_allowed; private.coordination_queue_notice; private.coordination_schedule_reminders; private.coordination_scope_details; private.coordination_user_has_capability; public.administration_effective_mode; public.associations; public.availability_status_enum; public.clubs; public.coordination_activities; public.coordination_assignment_events; public.coordination_assignments; public.coordination_capabilities; public.coordination_capability_invitations; public.coordination_confirm_offer; public.coordination_notification_deliveries; public.coordination_offer_batches; public.coordination_offer_note_revisions; public.coordination_offer_recipients; public.coordination_offer_reminders; public.coordination_position_templates; public.coordination_position_types; public.coordination_positions; public.coordination_prepare_fixture; public.coordination_process_due_work; public.coordination_replacement_requests; public.coordination_request_replacement; public.coordination_respond_to_offer; public.coordination_revise_offer_note; public.coordination_send_offer; public.coordination_supervision_links; public.coordination_supervision_notes; public.coordination_take_over_offer; public.coordination_umpire_matrix; public.coordination_warning_overrides; public.divisions; public.fixture_availability; public.fixtures; public.is_super_admin; public.notifications; public.permission_catalogue; public.player_vote_submissions; public.profiles; public.resolve_effective_permission_for_mode; public.teams; public.umpire_coordinator_notes; public.umpire_grade_signoffs; public.umpire_match_roster_checks; public.umpire_qualifications; public.user_roles","SportStack Coordination Module foundation and complete fixture/activity workflow. Additive Dev-first migration. Production requires separate privacy and release approval. Resolve organisation IDs without trusting caller-supplied parent relationships."
"20260817100300","20260817100300_integrate_coordination_notifications.sql","Main only","No","B4 Coordination","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-update; data-insert; security-definer; grant-change","18/20 names mentioned in Production schema","auth.jwt; auth.users; public.associations; public.availability_reminder_delivery_log; public.availability_reminder_dispatches; public.claim_sportstack_notification_work; public.club_availability_reminder_settings; public.clubs; public.communication_channels; public.communication_email_deliveries; public.communication_messages; public.complete_sportstack_notification_work; public.coordination_notification_deliveries; public.coordination_process_due_work; public.fixture_availability; public.fixtures; public.notification_category_preferences; public.notifications; public.profiles; public.team_availability_reminder_settings; public.team_memberships; public.teams","Add mandatory Coordination email work to the existing SportStack notification worker."
"20260817100400","20260817100400_add_coordination_application_operations.sql","Main only","No","B4 Coordination","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-update; data-insert; security-definer; grant-change","6/31 names mentioned in Production schema","auth.uid; private.coordination_ensure_fixture_positions; private.coordination_fixture_window; private.coordination_permission_allowed; private.coordination_queue_notice; private.coordination_scope_details; private.coordination_user_has_capability; public.availability_status_enum; public.coordination_activities; public.coordination_add_supervision_link; public.coordination_add_supervision_note; public.coordination_assignment_events; public.coordination_assignments; public.coordination_capabilities; public.coordination_capability_invitations; public.coordination_create_activity; public.coordination_create_capability_invite; public.coordination_dispute_late_assignment; public.coordination_get_fixture_positions; public.coordination_get_umpire_matrix; public.coordination_late_assign; public.coordination_list_eligible_people; public.coordination_offer_batches; public.coordination_offer_recipients; public.coordination_position_types; public.coordination_positions; public.coordination_replacement_requests; public.coordination_respond_capability_invite; public.coordination_supervision_links; public.coordination_supervision_notes; public.divisions; public.fixture_availability; public.fixtures; public.profiles; public.umpire_grade_signoffs; public.umpire_match_roster_checks; public.umpire_qualifications; public.user_roles","Application-facing Coordination operations. All writes remain permission and scope checked."
"20260817100500","20260817100500_harden_coordination_transitions.sql","Main only","No","B4 Coordination","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-delete; data-update; data-insert; security-definer; grant-change; cron-or-trigger","6/23 names mentioned in Production schema","auth.jwt; auth.uid; private.coordination_finish_fixture_assignments; private.coordination_fixture_window; private.coordination_guard_available_status; private.coordination_permission_allowed; private.coordination_prepare_replacement_assignment; private.coordination_queue_notice; private.coordination_recheck_roster_after_assignment; public.clubs; public.coordination_add_umpire_note; public.coordination_add_umpire_qualification; public.coordination_assignment_events; public.coordination_assignments; public.coordination_offer_batches; public.coordination_offer_recipients; public.coordination_offer_reminders; public.coordination_positions; public.coordination_process_due_work; public.coordination_record_grade_signoff; public.coordination_redact_umpire_note; public.coordination_replacement_requests; public.coordination_review_roster_check; public.divisions; public.fixture_availability; public.fixtures; public.player_vote_submissions; public.teams; public.umpire_coordinator_notes; public.umpire_grade_signoffs; public.umpire_match_roster_checks; public.umpire_qualifications","Close workflow gaps found during the first application test review."
"20260817100600","20260817100600_add_coordination_review_queues.sql","Main only","No","B4 Coordination","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","security-definer; grant-change","4/8 names mentioned in Production schema","private.coordination_permission_allowed; public.clubs; public.coordination_get_roster_review_queue; public.coordination_get_umpire_notes; public.fixtures; public.profiles; public.teams; public.umpire_coordinator_notes; public.umpire_match_roster_checks","Restricted Matrix log and Umpire Match Voting roster review queues."
"20260817100700","20260817100700_fix_replacement_assignment_link_order.sql","Main only","No","B4 Coordination","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-delete; data-update; data-insert; security-definer; grant-change; cron-or-trigger","1/5 names mentioned in Production schema","private.coordination_link_replacement_assignment; private.coordination_prepare_replacement_assignment; private.coordination_queue_notice; public.coordination_assignment_events; public.coordination_assignments; public.coordination_positions; public.coordination_replacement_requests; public.fixture_availability","A BEFORE INSERT trigger can close the old assignment so unique/overlap checks pass, but the foreign key to the new assignment must be written by an AFTER INSERT trigger."
"20260817100800","20260817100800_add_coordination_foreign_key_indexes.sql","Main only","No","B4 Coordination","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","none detected","None mentioned in Production schema","public.coordination_assignment_events; public.coordination_assignments; public.coordination_capabilities; public.coordination_offer_batches; public.coordination_position_templates; public.coordination_position_types; public.coordination_positions; public.coordination_replacement_requests; public.coordination_supervision_links","Supporting indexes for Coordination Module foreign keys identified by the Supabase database adviser after the initial schema was applied."
"20260817100900","20260817100900_authorise_coordination_account_invites.sql","Main only","No","B4 Coordination","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","security-definer; grant-change","None mentioned in Production schema","auth.uid; private.coordination_permission_allowed; private.coordination_scope_details; public.coordination_can_invite_capability","Allow the invitation Edge Function to verify scope permission before it performs the external side effect of sending an Auth account email."
"20260817101000","20260817101000_protect_confirmed_coordination_availability.sql","Main only","No","B4 Coordination","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-update; security-definer; cron-or-trigger","2/5 names mentioned in Production schema","private.coordination_fixture_window; private.coordination_guard_available_status; public.availability_status_enum; public.coordination_assignments; public.coordination_position_types; public.coordination_positions; public.fixture_availability","A confirmed Coordination duty owns the fixture availability value until the assignment is replaced, cancelled, completed or moved to reconfirmation."
"20260817101100","20260817101100_allow_coordination_module_access.sql","Main only","No","B4 Coordination","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-update; data-insert; security-definer; grant-change","4/8 names mentioned in Production schema","auth.uid; public.associations; public.can_manage_module_scope; public.clubs; public.divisions; public.module_feature_flags; public.resolve_module_enabled; public.set_module_feature_flag; public.teams","Keep the shared module controls aware of the Coordination module. Coordination defaults to enabled until an administrator adds a scoped override."
"20260817101200","20260817101200_fix_coordination_offer_rls_recursion.sql","Main only","No","B4 Coordination","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","security-definer; rls-or-policy; grant-change","1/3 names mentioned in Production schema","auth.uid; private.coordination_is_offer_owner; private.coordination_is_offer_recipient; public.coordination_offer_batches; public.coordination_offer_recipients; public.is_super_admin","Avoid reciprocal RLS policy expansion between offer batches and recipients. These private helpers run as the migration owner and return only a boolean."
"20260819071731","20260819071731_scoped_umpire_and_coordinator_access.sql","Main only","No","B3 Umpire operations","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-delete; data-update; data-insert; security-definer; rls-or-policy; grant-change; cron-or-trigger","8/43 names mentioned in Production schema","auth.uid; private.coordination_direct_bundle_allowed; private.coordination_fixture_id_for_batch; private.coordination_fixture_id_for_position; private.coordination_fixture_id_for_recipient; private.coordination_fixture_window; private.coordination_permission_allowed; private.coordination_queue_notice; private.coordination_scope_details; private.coordination_user_has_capability; private.protect_coordination_system_permission_set; private.protect_coordination_system_set_child; public.admin_list_coordination_responsibilities; public.admin_save_user_access; public.admin_save_user_roles_unchecked; public.administration_audit_log; public.administration_effective_mode; public.administration_scope_allows; public.associations; public.clubs; public.coordination_activities; public.coordination_capabilities; public.coordination_capability_invitations; public.coordination_confirm_offer; public.coordination_confirm_offer_scoped_impl; public.coordination_create_capability_invite; public.coordination_get_current_access; public.coordination_get_fixture_positions; public.coordination_get_fixture_positions_scoped_impl; public.coordination_late_assign; public.coordination_late_assign_scoped_impl; public.coordination_list_eligible_people; public.coordination_list_eligible_people_scoped_impl; public.coordination_offer_batches; public.coordination_offer_recipients; public.coordination_positions; public.coordination_prepare_fixture; public.coordination_prepare_fixture_scoped_impl; public.coordination_revise_offer_note; public.coordination_revise_offer_note_scoped_impl; public.coordination_send_offer; public.coordination_send_offer_scoped_impl; public.coordination_take_over_offer; public.coordination_take_over_offer_scoped_impl; public.fixtures; public.is_super_admin; public.permission_assignments; public.permission_scope_details; public.permission_set_permissions; public.permission_sets; public.profiles; public.resolve_effective_permission_for_mode; public.teams; public.user_role_enum; public.user_roles","Scoped Umpire and coordinator access.  Dev dry-run evidence captured before this migration:"
"20260819193617","20260819193617_restore_player_explorer_function_permissions.sql","Main only","No","B3 Hockey operations","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","grant-change","No public object extracted","private.player_explorer_appearance_in_scope; private.player_explorer_external_entity_in_scope; private.player_explorer_match_in_scope; private.player_explorer_super_admin_mode; private.player_explorer_team_in_scope","Restore the authenticated access required by Player Explorer RLS policies. A later Coordination migration intentionally reset private-schema function privileges but also removed these existing grants."
"20260820182455","20260820182455_restore_private_helper_permissions.sql","Main only","No","B1 Access and identity","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","security-definer; grant-change","No public object extracted","private.can_manage_fixture_team; private.communication_can_administer; private.communication_can_moderate; private.communication_can_publish; private.communication_has_channel_access; private.communication_is_super_admin; private.coordination_direct_bundle_allowed; private.coordination_fixture_id_for_batch; private.coordination_fixture_id_for_position; private.coordination_fixture_id_for_recipient; private.discipline_can_complete_phase2_stage; private.discipline_can_create_case; private.discipline_can_investigate; private.discipline_can_manage_case; private.discipline_can_manage_config; private.discipline_can_read_case; private.discipline_has_association_access; private.discipline_has_case_role; private.discipline_storage_case_id; private.has_current_fixture_fill_in_access; private.is_active_team_member; private.module_allowed_for_current_session; private.mvp_can_audit_session; private.mvp_can_manage_team; private.mvp_can_raw_audit_session; private.mvp_player_is_eligible; private.player_mvp_fixture_team_allowed_for_current_session; private.player_mvp_session_allowed_for_current_session; private.player_mvp_session_row_allowed_for_current_session; private.player_mvp_team_allowed_for_current_session; private.player_mvp_vote_allowed_for_current_session; private.protect_coordination_system_permission_set; private.protect_coordination_system_set_child; private.rg_can_manage_scope; private.rg_can_manage_settings; private.rg_can_read_scope; private.rg_can_read_settings; private.rg_is_safety_admin; private.umpire_match_fixture_allowed_for_current_session; private.umpire_match_submission_allowed_for_current_session; private.umpire_match_submission_row_allowed_for_current_session","Restore the exact authenticated helper permissions that the Coordination migration's schema-wide revoke removed on 17 August 2026. "
"20260820203326","20260820203326_default_player_mvp_notifications_off.sql","Main only","No","B2 Player MVP","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-update","All names mentioned in Production schema","public.mvp_vote_audit; public.teams","Player MVP Voting remains available independently of email delivery. New teams must opt in to opening and reminder emails. The original column migration defaulted every existing team to on. Preserve"
"20260820213845","20260820213845_fix_dev_umpire_account_scope.sql","Main only","No","B3 Umpire operations","EXCLUDE_DEV_ONLY","Repairs only the reserved Dev Umpire account.","data-delete; data-update; data-insert; security-definer; grant-change","8/12 names mentioned in Production schema","auth.users; public.administration_audit_log; public.clubs; public.membership_status_enum; public.membership_type_enum; public.profiles; public.provision_dev_test_account_data_scoped; public.provision_dev_test_account_data_scoped_legacy; public.provision_dev_umpire_test_account_data; public.team_memberships; public.teams; public.user_role_enum; public.user_roles","Keep the reserved Dev Umpire role association-scoped after the scoped-role rules introduced on 19 August 2026. The account still receives one disposable team membership so actual-role fixture testing remains useful."
"20260829074811","20260829074811_admin_lineup_coaching_improvements.sql","Main only","No","B3 Hockey operations","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-update; data-insert; rls-or-policy; grant-change; cron-or-trigger","12/15 names mentioned in Production schema","auth.uid; private.can_manage_fixture_team; private.is_active_team_member; public.coach_player_fixture_notes; public.fixture_lineup_assignments; public.fixture_lineup_position_overrides; public.fixture_lineup_roster_selections; public.fixture_lineups; public.fixtures; public.formation_positions; public.is_super_admin; public.mvp_votes; public.mvp_voting_sessions; public.profiles; public.teams; public.update_updated_at; public.user_role_enum; public.user_roles","Admin, line-up and coaching improvements approved on 29 August 2026. This migration is additive except for replacing the raw Player MVP audit policy with the narrower Super Admin and Club Admin rules."
"20260829124215","20260829124215_published_player_mvp_tally_presentations.sql","Main only","No","B2 Player MVP","REPLACED_BY_PRODUCTION_TALLY_SLICE","Production migration 20260905040425 supplies the reconciled tally schema; verify equivalence rather than replaying this history.","data-delete; data-update; data-insert; security-definer; rls-or-policy; grant-change; cron-or-trigger","21/23 names mentioned in Production schema","auth.jwt; auth.uid; auth.users; private.mvp_can_manage_team; private.mvp_tally_assert_source_ready; private.mvp_tally_build_cards; private.mvp_tally_build_results; private.mvp_tally_can_read; private.mvp_tally_publish_now; private.mvp_tally_source_fingerprint; private.protect_published_mvp_tally; private.publish_due_mvp_tallies; public.associations; public.claim_mvp_tally_notification_work; public.clubs; public.complete_mvp_tally_notification_work; public.fixtures; public.get_mvp_tally_builder_data; public.mvp_result_checks; public.mvp_tally_presentations; public.mvp_tally_recipients; public.mvp_tally_sessions; public.mvp_vote_submissions; public.mvp_votes; public.mvp_voting_sessions; public.notification_category_preferences; public.notifications; public.preview_mvp_tally; public.profiles; public.publish_mvp_tally; public.revsports_players; public.save_mvp_tally_draft; public.team_memberships; public.teams; public.withdraw_mvp_tally","Saved, private Player MVP tally presentations. Original Player MVP sessions, submissions and vote lines are read only to this feature."
"20260829130253","20260829130253_index_player_mvp_tally_foreign_keys.sql","Main only","No","B2 Player MVP","REPLACED_BY_PRODUCTION_TALLY_SLICE","Production migration 20260905040425 supplies the reconciled tally schema; verify equivalence rather than replaying this history.","none detected","All names mentioned in Production schema","public.mvp_tally_presentations","Cover Player MVP tally presentation foreign keys reported by the Dev performance advisor."
"20260829131126","20260829131126_harden_player_mvp_tally_audience.sql","Main only","No","B2 Player MVP","REPLACED_BY_PRODUCTION_TALLY_SLICE","Production migration 20260905040425 supplies the reconciled tally schema; verify equivalence rather than replaying this history.","data-update; security-definer; rls-or-policy; grant-change; cron-or-trigger","All names mentioned in Production schema","auth.uid; private.mvp_can_manage_team; private.mvp_tally_assert_source_ready; private.validate_mvp_tally_replacement; public.fixtures; public.mvp_result_checks; public.mvp_tally_presentations; public.mvp_tally_recipients; public.mvp_tally_sessions; public.mvp_votes; public.mvp_voting_sessions; public.revsports_players; public.team_memberships","Limit audience records to eligible players and hide other recipients from players."
"20260829150000","20260829150000_refine_player_mvp_tally_presentations.sql","Main only","No","B2 Player MVP","REPLACED_BY_PRODUCTION_TALLY_SLICE","Production migration 20260905040425 supplies the reconciled tally schema; verify equivalence rather than replaying this history.","data-delete; data-update; data-insert; security-definer; rls-or-policy; grant-change; cron-or-trigger","All names mentioned in Production schema","auth.uid; private.close_due_mvp_voting_sessions; private.enforce_mvp_voting_deadline; private.mvp_can_manage_team; private.mvp_tally_assert_source_ready; private.mvp_tally_asset_can_manage; private.mvp_tally_asset_team_id; private.mvp_tally_build_cards; private.mvp_tally_build_results; private.mvp_tally_session_ballot_count; private.mvp_tally_session_eligible_voter_count; private.mvp_tally_source_fingerprint; public.associations; public.clubs; public.fixture_fill_ins; public.fixtures; public.get_mvp_tally_builder_data; public.mvp_result_checks; public.mvp_session_status; public.mvp_tally_presentations; public.mvp_tally_recipients; public.mvp_tally_sessions; public.mvp_vote_audit; public.mvp_vote_submissions; public.mvp_votes; public.mvp_voting_sessions; public.profiles; public.revsports_players; public.save_mvp_tally_commentary; public.save_mvp_tally_draft; public.team_memberships; public.teams; storage.buckets; storage.extension; storage.foldername; storage.objects","Player MVP deadline closure and tally presentation refinements. This migration is additive and preserves existing published presentation snapshots. Reconcile Development immediately as well as scheduling future one-minute runs."
"20260829170000","20260829170000_dedupe_mvp_tally_audience.sql","Main only","No","B2 Player MVP","REPLACED_BY_PRODUCTION_TALLY_SLICE","Production migration 20260905040425 supplies the reconciled tally schema; verify equivalence rather than replaying this history.","security-definer","All names mentioned in Production schema","auth.uid; private.close_due_mvp_voting_sessions; private.mvp_can_manage_team; private.mvp_tally_session_ballot_count; private.mvp_tally_session_eligible_voter_count; public.associations; public.clubs; public.fixture_fill_ins; public.fixtures; public.get_mvp_tally_builder_data; public.mvp_result_checks; public.mvp_session_status; public.mvp_votes; public.mvp_voting_sessions; public.profiles; public.revsports_players; public.team_memberships; public.teams","Return each Player MVP tally recipient once even when historical membership rows overlap."
"20260830122500","20260830122500_allow_cleared_coach_position_assessments.sql","Main only","No","B3 Hockey operations","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","none detected","All names mentioned in Production schema","public.coach_position_assessments",""
"20260904153312","20260904153312_make_primary_team_change_atomic.sql","Main only","No","B1 Shared database foundation","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-update; data-insert; security-definer; grant-change","7/9 names mentioned in Production schema","auth.uid; public.approve_primary_team_change; public.clubs; public.confirm_primary_team_change; public.membership_status_enum; public.membership_type_enum; public.primary_change_requests; public.team_memberships; public.teams; public.user_roles","Keep the primary-team change workflow valid on both the live Dev schema and databases rebuilt from the older migrations. The original status check did not include the two-step approval states now used by the application."
"20260904155953","20260904155953_harden_primary_team_change_writes.sql","Main only","No","B1 Shared database foundation","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","data-update; data-insert; security-definer; rls-or-policy; grant-change","7/10 names mentioned in Production schema","auth.uid; public.cancel_primary_team_change; public.clubs; public.decline_primary_team_change; public.membership_status_enum; public.membership_type_enum; public.primary_change_requests; public.request_primary_team_change; public.team_memberships; public.teams; public.user_roles","Primary-team requests must use the audited server transitions below. The former own-row policies allowed a browser to write ADMIN_APPROVED directly."
"20260904160251","20260904160251_scope_primary_team_change_reads.sql","Main only","No","B1 Access and identity","CURATE_AND_REHEARSE","Do not apply the historical file directly until live-schema equivalence, dependencies and data effects are proven.","security-definer; rls-or-policy; grant-change","4/5 names mentioned in Production schema","auth.uid; public.can_review_primary_team_change; public.clubs; public.primary_change_requests; public.teams; public.user_roles","Scoped administrators must be able to see the same requests that the approve/decline functions authorise them to action."
"20260905040425","20260905040425_add_manual_player_mvp_tally_presentations.sql","Production only","Yes","B2 Player MVP","PRESERVE_PRODUCTION_BASELINE","Already applied only in Production; never reapply or remove.","data-delete; data-update; data-insert; security-definer; rls-or-policy; grant-change; cron-or-trigger","All names mentioned in Production schema","auth.uid; private.mvp_can_manage_team; private.mvp_tally_assert_source_ready; private.mvp_tally_asset_can_manage; private.mvp_tally_asset_team_id; private.mvp_tally_build_cards; private.mvp_tally_build_results; private.mvp_tally_can_read; private.mvp_tally_publish_now; private.mvp_tally_session_ballot_count; private.mvp_tally_session_eligible_voter_count; private.mvp_tally_source_fingerprint; private.protect_published_mvp_tally; private.validate_mvp_tally_replacement; public.associations; public.clubs; public.fixture_fill_ins; public.fixtures; public.get_mvp_tally_builder_data; public.mvp_result_checks; public.mvp_session_status; public.mvp_tally_presentations; public.mvp_tally_recipients; public.mvp_tally_sessions; public.mvp_vote_submissions; public.mvp_votes; public.mvp_voting_sessions; public.notifications; public.preview_mvp_tally; public.profiles; public.publish_mvp_tally; public.revsports_players; public.save_mvp_tally_commentary; public.save_mvp_tally_draft; public.team_memberships; public.teams; public.withdraw_mvp_tally; storage.buckets; storage.extension; storage.foldername; storage.objects","Manual-only Player MVP tally presentation release slice. Production baseline: origin/prod 682b8eaba33f657a2c64dcce571a40e0b2b0ba00. This migration deliberately excludes scheduling, email delivery, Edge Functions,"
